OBJECTID,DamSiteID,SiteID,X_Dam,Y_Dam,Z_Dam,H_Dam,W_Dam,L_Dam,V_Dam,V/H,H_LS,R_LS,R_LS_3D,L_LS,H_R_ratio,H_R3D_ratio,H_L_ratio,A_LS_debris_sum,V_LS_debris_sum,Material_LS,Type_LS,Trigger,Type_Dam,DBI,Upstream_Catchment_Area,Ac (m2),W_Channel_at_Dam,Grad_Channel_at_Dam,DateFormed_Dam,FailureMech_Dam,Dam_breach,Dam_breach_details,Dam_Stability,Q_at_Failure,Confidence,Notes,Comments,References,SUBSET,MetadataID,CatchmentID,Review_comments,Source_V,Velocity,Catchment_Emin,Catchment_Emax,TAG
374,Lake Colwell 500,Lake Colwell 500,1143456,4940896,493,20,595,365,1643950,82197.5,846,1459,1717,1285,0.5798492,0.4927199,0.6583658,231685.9375,1541534.375,Debris,Debris flow,Miscellaneous,II,2.1677601,12.09536,12095360,350,2.2349036,Holocene,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,May be incremental rather than one event,SC mapping,Yes,54,826,<Null>,1233227.5,500,492,1625,
519,Lake Fergus 500,Lake Fergus 500,1212919,5020688,479,55,810,590,10482912,190598.4,1272,2414,2776,2528,0.5269263,0.4582133,0.5031645,1086644.75,18967378,Debris,Debris flow,Unknown,I,1.8384137,13.138112,13138112,800,0.2961779,Anthropocene,Not failed,No Breach,existing lake,Long-term eroded,,Moderate,,Incremental landslide,AW mapping,Yes,3,1020,<Null>,15173903,500,477,1751,
75,Lake Herries 710,Lake Herries 710,1159480,4960320,711,10,1610,550,3133566,313356.6,701,1944,2132,1056,0.3605967,0.3287992,0.6638258,906416,1367168.75,Rock,Avalanche,Unknown,II,1.6224539,13.136896,13136896,570,9.1312437,Holocene,Not failed,No Breach,existing lake,Long-term stable,,High,,Separated & updated slightly from LS_DB as QMAP shows it much larger,Perrin & Hancox (unpublished); RM mapping; SC mapping,Yes,54,291,<Null>,1093735,5000,710,1659,
4,Lake Lindsay,Lake Lindsay,1570928,5460933,952,15,620,460,1333970,88931.33333,667,1300,1484,1158,0.5130769,0.4494609,0.5759931,301949.375,752247.75,Rock,Avalanche,Earthquake,II,1.9833378,8.5584,8558400,290,4.6432047,6/17/1929,Not failed,No Breach,existing lake,Long-term stable,,,,,Korup (2002); Hancox & Perrin (2009); Nash (2003); SC mapping,Yes,54,202,<Null>,601798.1875,5000,952,1781,
74,Lake Marchant 100,Lake Marchant 100,1152789,4995039,58,110,1320,1495,74175952,674326.8364,812,2358,2605,1180,0.3443596,0.3117082,0.6881356,1471388.75,14593509,Rock,Avalanche,Unknown,I,2.4074237,172.303552,172303552,940,2.1699805,Holocene,Not failed,No Breach,existing lake,Long-term stable,,High,,<Null>,Perrin & Hancox (unpublished); RM mapping; Heron (2020); SC mapping,Yes,54,290,<Null>,11674807,5000,45,1848,
29,Lake Minchin,Lake Minchin,1502919,5257472,764,10,1245,505,2335980,233598,655,1743,1897,1304,0.3757889,0.345282,0.5023006,758700.9375,3731692.5,Rock,Avalanche,Earthquake,III,2.0240405,24.689344,24689344,280,1.8640561,Prehistoric,Unknown,Partial Breach A,partially failed/silted up; erosion could have been well after event,Long-term eroded,,High,,Possibly earthquake-triggered,Perrin & Hancox (1992); RM mapping; Yang (1992); Whitehouse & Griffiths (1983); Korup (2006); SC mapping,Yes,54,230,<Null>,2985354,5000,764,1790,
7,Lake Moonstone (Karamea River),Lake Moonstone (Karamea River),1552767,5419599,472,15,510,330,580151,38676.73333,1019,2603,2874,2590,0.3914714,0.3545581,0.3934363,306557.0625,3835782.25,Rock,Avalanche,Earthquake,II,3.3285356,82.411008,82411008,170,3.2204707,6/17/1929,Not failed,No Breach,existing lake; lake appears to have silted up,Infilled,,,,<Null>,Perrin & Hancox (1992); RM mapping; Nash (2003); SC mapping; AW modified,Yes,54,205,<Null>,3068625.75,5000,472,1765,
57,Lake Purser 95,Lake Purser 95,1117263,4906241,95,50,1615,640,17819322,356386.44,1061,1799,2195,1266,0.5897721,0.4833713,0.8380727,910391,5664682.5,Rock,Avalanche,Earthquake,III,1.9329556,30.540544,30540544,690,1.9469924,Prehistoric,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,<Null>,Perrin & Hancox (1992); RM mapping; SC mapping,Yes,54,272,<Null>,4531746,5000,95,1346,
624,Lake Stanley (Lower),Lake Stanley (Lower),1569927,5457953,618,20,905,600,3277869,163893.45,920,2413,2613,1994,0.3812681,0.3520857,0.4613841,550148.4375,1691175.125,Rock,Avalanche,Unknown,I,2.4169855,42.810176,42810176,430,3.4528491,,Piping (including headward erosion),Partial Breach B,,Dam breached,,,,,Hancox et al. (1997); Korup (2002); SC mapping,Yes,54,1132,RM: no lake mapped - OK FOR NOW,1352940.125,5000,618,1863,<Null>
5,Lake Stanley (Upper) A,Lake Stanley (Upper),1568113,5459649,777,70,1250,720,21205034,302929.0571,790,2072,2249,1465,0.3812741,0.3512672,0.5392491,1157686.125,46495.9375,Rock,Avalanche,Unknown,III,2.0232005,31.9552,31955200,430,4.7650437,pre-1929,Not failed,No Breach,existing lake,Long-term stable,,,,<Null>,Nash (2003); Korup (2002); Hancox et al. (1997); Hancox & Perrin (2009); SC mapping,Yes,54,203,RM: need to specify which 1929 S/D/DT/L to keep as subset,37196.75,5000,770,1785,
1032,Lake Stanley (Upper) B,Lake Stanley (Upper),1568113,5459649,777,35,1150,520,8517314,243351.8286,790,2072,2249,1465,0.3812741,0.3512672,0.5392491,820404.0625,1606587.5,Rock,Avalanche,Earthquake,III,2.1183069,31.9552,31955200,430,4.7650437,"17/06/1929, multiple",Not failed,No Breach,existing lake,Long-term stable,,,,<Null>,Nash (2003); Korup (2002); Hancox et al. (1997); Hancox & Perrin (2009); SC mapping,Yes,54,2235,RM: need to specify which 1929 S/D/DT/L to keep as subset,1285270,5000,770,1785,
1033,Lake Stanley (Upper) C,Lake Stanley (Upper),1568113,5459649,777,15,880,480,2487908,165860.5333,790,2072,2249,1465,0.3812741,0.3512672,0.5392491,679931.125,245757.25,Rock,Avalanche,Earthquake,III,2.2847984,31.9552,31955200,430,4.8794932,formed 1929-1968,Not failed,No Breach,existing lake,Long-term stable,,,,<Null>,Nash (2003); Korup (2002); Hancox et al. (1997); Hancox & Perrin (2009); SC mapping,Yes,54,2236,RM: need to specify which 1929 S/D/DT/L to keep as subset,196605.7969,5000,770,1785,
504,Lakebed Flat,Lakebed Flat,1343297,5154538,713,5,405,170,129393,25878.6,1527,2519,3002,2197,0.6061929,0.5086609,0.6950387,423950.8438,4982177,Debris,Debris flow,Miscellaneous,IV,2.76844,15.183808,15183808,250,4.7152457,,Overtopping,Partial Breach B,"silted up, part breach?",Dam breached,,,,"uncertain sources and debris trails, seem to be 2 events damming",Korup (2011); SC mapping,Yes,54,1004,,3985741.5,500,713,2398,
138,Leader 220 A,Leader 220,1617463,5285112,239,20,640,250,1183214,59160.7,292,1346,1386,681,0.2169391,0.2106782,0.4287812,471077.375,1387018.75,Rock,Compound slide,Earthquake,II,2.5219748,19.679232,19679232,110,1.6177427,11/14/2016,Overtopping,Partial Breach B,partial breach 13-14 Feb 2017,Short-term eroded,,,Multi dams,Note have used underlying neo seds as source geology; 2016 Kaikoura Earthquake; Lake Rebecca still rising slowly 5/12/2016-12/12/*,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,363,<Null>,1109615,0.005,239,952,
641,Leader 220 B,Leader 220,1618067,5284801,219,25,170,250,354058,14162.32,292,1346,1386,681,0.2169391,0.2106782,0.4287812,471077.375,1387018.75,Rock,Compound slide,Earthquake,I,3.1751032,21.1952,21195200,100,,11/14/2016,Overtopping,Complete Breach,"partially silted up, gone 2020",Dam breached,,,Multi dams,Note have used underlying neo seds as source geology,AW mapping,Yes,3,1151,<Null>,1109615,0.005,219,952,
148,Linton 340,Linton 340,1638384,5311328,340,15,275,130,178229,11881.93333,360,623,731,470,0.5778491,0.492476,0.7659575,115074.4531,149701.1563,Rock,Avalanche,Earthquake,II,2.759095,6.823104,6823104,70,4.6527772,11/14/2016,Overtopping,Complete Breach,"partial: 23/3-10/5/17, full: 23/4-7/9/18",Dam breached,,,,"2016 Kaikoura Earthquake; Dam remains intact, but starting to erode. Chance*","Massey et al. (2018, 2019, 2021); AW modified",Yes,3,374,<Null>,119760.9297,5000,340,1583,
514,Little Deepdale,Little Deepdale,1525449,5369775,139,10,295,215,222037,22203.7,399,703,823,626,0.5675676,0.4848117,0.6373802,98843.30469,261002.0938,Rock,Complex,Earthquake,II,3.2033286,35.461248,35461248,130,3.2795117,,Unknown,Complete Breach,<Null>,Dam breached,,,,source could be opposite valley side/larger,Korup (2011); SC mapping,Yes,54,1014,RM: no lake mapped - OK FOR NOW,208801.6719,0.005,139,1388,<Null>
31,Lochnagar 1080 B,Lochnagar 1080,1252871,5052663,1078,70,1550,1455,62067768,886682.4,879,2581,2820,1053,0.3405657,0.3117021,0.8347579,2038831.75,17330524,Rock,Planar slide,Earthquake,II,1.3035598,17.837248,17837248,290,6.1052985,6300-8900 yr BP,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,Multi dams,,Perrin & Hancox (1992); RM mapping; Sweeney et al. (2013); SC mapping,Yes,54,233,<Null>,13864420,5000,1068,2296,
629,Lochnagar 1080 A,Lochnagar 1080,1251816,5051657,1136,20,470,180,497145,24857.25,879,2581,2820,1053,0.3405657,0.3117021,0.8347579,2038831.75,17330524,Rock,Planar slide,Earthquake,II,1.5740672,0.932224,932224,980,,6300-8900 yr BP,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,Multi dams,<Null>,Perrin & Hancox (1992); RM mapping; Sweeney et al. (2013); SC mapping,Yes,54,1137,<Null>,13864420,5000,1136,1866,
394,Long Burn 380,Long Burn 380,1131320,4902239,278,10,260,150,138428,13842.8,323,511,621,432,0.6320939,0.5201288,0.7476852,54444.875,97234.95313,Mixed,Planar slide,Unknown,II,3.1333299,18.817152,18817152,90,6.5320854,Anthropocene,Unknown,Complete Breach,ephemeral and gone,Dam breached,,High,,inferred short-lived dam,SC mapping,Yes,54,847,<Null>,77787.96094,0.005,278,1411,
395,Long Sound 560,Long Sound 560,1123528,4896016,457,5,200,110,34281,6856.2,501,876,1028,761,0.5719178,0.4873541,0.6583443,36431.53516,239784.9375,Mixed,Avalanche,Unknown,II,2.8085489,4.411968,4411968,90,4.1249628,pre-22/1/2004,Unknown,Complete Breach,ephemeral and gone,Dam breached,,High,,short-lived lake inferred,SC mapping,Yes,54,848,<Null>,191827.9531,5000,457,1163,
488,Luna Slips A,Luna Slips A,1546987,5416208,635,20,910,120,843795,42189.75,433,946,1089,679,0.4577167,0.3976125,0.6377025,261228.9063,1123209.75,Rock,Avalanche,Earthquake,II,2.7042642,21.3536,21353600,100,3.5590742,,Overtopping,Complete Breach,flood dep,Dam breached,,,,,Korup (2011); SC mapping,Yes,54,987,RM: no lake mapped - OK FOR NOW,898567.8125,5000,635,1502,<Null>
491,MacKinnon,MacKinnon,1158664,4989921,157,35,830,485,4763268,136093.3714,776,1299,1585,1017,0.5973826,0.4895899,0.7630285,493757.375,4873253.5,Rock,Planar slide,Miscellaneous,II,2.3595116,31.142144,31142144,630,3.6885066,,Not failed,No Breach,existing/former (silted) lake; some silt,Long-term stable,,,,<Null>,Korup (2011); SC mapping,Yes,54,990,,3898602.75,5000,157,1848,
72,Mangatopitopi,Mangatopitopi,1837146,5465057,121,5,95,65,12134,2426.8,62,207,218,237,0.2995169,0.2844037,0.2616034,17725.18555,6451.719727,Mixed,Complex,Earthquake,II,3.0521228,2.736256,2736256,50,0.406778,6/24/1942,Unknown,Complete Breach,Natural,Dam breached,,,,<Null>,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,287,RM: no lake mapped - OK FOR NOW,5161.375977,0.005,120,326,<Null>
36,Mangatu,Mangatu,2025232,5760058,281,20,350,115,257015,12850.75,357,1544,1586,1363,0.2312176,0.2250946,0.2619222,88907.27344,237541,Debris,Debris flow,Rainfall,I,3.1013699,16.229248,16229248,80,0.1313304,3/7/1988,Unknown,Complete Breach,former lake; natural,Dam breached,,,,Uncertain where former lake was. Have placed in most logical location,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,240,RM: no lake mapped - OK FOR NOW,190032.7969,500,281,994,<Null>
73,Mangawhio A,Mangawhio A,1753880,5608944,116,5,890,110,129091,25818.2,96,567,579,506,0.1693122,0.1658031,0.1897233,223238.9531,399769.875,Rock,Slope deformation,Miscellaneous,III,2.3199785,5.39392,5393920,80,3.4927738,,Not failed,No Breach,existing/former (silted) lake,Long-term eroded,,,,Separated into two separate slides,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,289,<Null>,319815.9063,0.0000005,112,370,
10,Marina,Marina,1536520,5408000,558,60,1130,570,15755408,262590.1333,622,1436,1608,990,0.4331476,0.3868159,0.6282828,790372.1875,779228.4375,Mixed,Complex,Earthquake,II,1.602703,10.519168,10519168,300,4.4148884,6/17/1929,Not failed,Partial Breach A,stable,Long-term stable,,,,,Perrin & Hancox (1992); RM mapping; Hancox et al. (2016); AW mapping,Yes,3,208,<Null>,623382.75,0.005,552,1340,
484,Matemate,Matemate,1754345,5617840,189,10,440,135,221849,22184.9,192,690,723,434,0.2782609,0.2655602,0.4423963,109788.9844,323383.1875,Rock,Slope deformation,Miscellaneous,I,1.3674802,0.517056,517056,60,8.3936262,,Not failed,Partial Breach A,"partial, stable",Long-term stable,,,,<Null>,Korup (2011); SC mapping,Yes,54,982,,258706.5469,0.0000005,189,401,
510,Matiri (S Bull Creek),Matiri (S Bull Creek),1546592,5393944,420,5,300,195,93382,18676.4,517,1089,1229,1051,0.4747475,0.4206672,0.4919125,77494.75,404353.3125,Mixed,Complex,Miscellaneous,I,3.6731384,87.989632,87989632,170,2.1020517,6/17/1929,Not failed,Partial Breach A,"partial, silted",Infilled,,Moderate,,Also Murchison source 2465; Note source geology is half quat debris/half neo sedimentary,Korup (2011); SC mapping,Yes,54,1010,<Null>,323482.6563,0.005,409,1563,
511,Matiri (Upper E Br II),Matiri (Upper E Br II),1549928,5400643,558,10,345,100,138418,13841.8,528,1060,1192,982,0.4981132,0.442953,0.5376782,259558.6563,448213.25,Rock,Avalanche,Miscellaneous,I,2.9467161,12.243584,12243584,120,4.005023,,Not failed,Partial Breach A,partial,Long-term eroded,,,,<Null>,Korup (2011); SC mapping,Yes,54,1011,,358570.5938,5000,558,1464,
512,Matiri (Upper E Br III),Matiri (Upper E Br),1551786,5401976,792,10,85,75,25905,2590.5,504,770,938,721,0.6545454,0.5373135,0.6990291,28928.35938,393087,Rock,Avalanche,Miscellaneous,I,3.3521621,5.828352,5828352,70,,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,Multi dams,uncertain source,Korup (2011); SC mapping,Yes,54,1012,,314469.5938,5000,792,1464,
513,Matiri (Upper E Br IV),Matiri (Upper E Br),1552100,5402014,813,10,285,115,120070,12007,504,770,938,721,0.6545454,0.5373135,0.6990291,66526.55469,393087,Rock,Avalanche,Miscellaneous,II,2.6693835,5.608128,5608128,80,4.2502847,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,Multi dams,<Null>,Korup (2011); SC mapping,Yes,54,1013,,314469.5938,5000,809,1464,
17,Matiri River (Lower),Matiri River (Lower),1544576,5387345,319,20,2080,495,6957917,347895.85,628,2678,2785,1098,0.2345034,0.2254937,0.571949,834248.3125,6386211,Rock,Avalanche,Earthquake,II,2.6014273,138.955776,138955776,460,1.574403,1650 / 290-360 yr BP,Not failed,Partial Breach A,"partial, stable",Long-term eroded,,,,,Hancox et al. (1997); SC mapping,Yes,54,216,<Null>,5108969,5000,319,1563,
637,Matiri River (Rain Peak),Matiri River (Rain Peak),1542176,5385872,412,40,675,250,2240378,56009.45,427,999,1108,661,0.4274274,0.3853791,0.6459909,251515.1875,1408576.75,Rock,Avalanche,Earthquake,II,1.7227581,2.958144,2958144,110,8.5340061,,Overtopping,Complete Breach,"flood dep, silted?",Dam breached,,,,,Nash (2003); SC mapping,Yes,54,1146,<Null>,1126861.375,5000,412,1341,
48,Maugarataiti A,Maugarataiti-Maungaratanui,1814819,5579312,233,5,830,120,245112,49022.4,201,1455,1470,569,0.1381443,0.1367347,0.3532513,472242.4375,1336150,Mixed,Rotational slide,Earthquake,V,1.261075,0.894272,894272,90,2.6790085,>2000 yr BP,Not failed,No Breach,existing lake,Long-term stable,,,Multi dams,Possibly earthquake-triggered,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,257,<Null>,1068920,0.005,232,402,
703,Maungaratanui,Maugarataiti-Maungaratanui,1815088,5579136,256,50,510,100,796410,15928.2,201,1455,1470,569,0.1381443,0.1367347,0.3532513,472242.4375,1336150,Mixed,Rotational slide,Earthquake,V,1.3800603,0.382144,382144,90,2.7306786,>2000 yr BP,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,Multi dams,,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,1218,<Null>,1068920,0.005,250,402,
756,Maugarataiti B,Maugarataiti-Maungaratanui,1814937,5579257,237,2,235,105,20345,10172.5,201,1455,1470,569,0.1381443,0.1367347,0.3532513,472242.4375,1336150,Mixed,Rotational slide,Earthquake,V,1.5814399,0.388032,388032,90,4.0391254,>2000 yr BP,Not failed,No Breach,existing lake,Long-term stable,,,Multi dams,Possibly earthquake-triggered,AW mapping,Yes,3,1282,<Null>,1068920,0.005,237,402,
500,McIntosh Creek 200,McIntosh Creek 200,1249792,5092308,115,10,305,360,398934,39893.4,1040,2042,2310,2017,0.5093046,0.4502164,0.5156173,251731.9063,912142.8125,Debris,Debris flow,Miscellaneous,I,2.6822207,19.192064,19192064,290,2.9514453,Anthropocene,Not failed,Partial Breach A,"partial, stable, silted",Long-term eroded,,High,,Incremental landslide,SC mapping; Korup (2011),Yes,54,1000,,729714.25,500,115,1678,
499,McKay,McKay,1239196,5092730,702,10,480,300,504596,50459.6,447,1151,1254,892,0.3883579,0.3564593,0.5011211,241362.4063,1889903.25,Rock,Planar slide,Miscellaneous,II,2.2656033,9.301376,9301376,270,7.3282208,Holocene,Unknown,Partial Breach B,"partial, silted up",Long-term eroded,,,,<Null>,Korup (2011); SC mapping; AW mapping ,Yes,54,999,<Null>,1511922.625,5000,702,1572,
78,McNabb B,McNabb B,1543481,5447330,720,15,1095,425,2814054,187603.6,978,2116,2345,1856,0.4621928,0.4170576,0.5269396,690947.1875,4780111,Rock,Avalanche,Miscellaneous,II,1.5443316,6.570112,6570112,500,7.7642264,,Not failed,No Breach,existing/former (silted) lake; silted up,Long-term stable,,Moderate,,Separated into two,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,296,,3824088.75,5000,720,1563,
52,McRae,McRae,1626697,5329353,897,5,930,475,815426,163085.2,552,1990,2105,1492,0.2773869,0.2622328,0.3699732,665956.875,4160525,Rock,Planar slide,Miscellaneous,II,1.6395615,7.111744,7111744,470,6.2337136,Prehistoric,Not failed,Partial Breach A,piping?,Long-term stable,,,,"Two landslides of similar size, lake dammed at both end",Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,264,<Null>,3328420,5000,892,1857,
518,Mead 425,Mead 425,1665190,5354769,431,10,125,25,9908,990.8,105,162,195,153,0.6481481,0.5384616,0.6862745,8295.304688,7765.752441,Rock,Fall,Earthquake,I,4.4618568,28.697408,28697408,40,5.418859,11/14/2016,Unknown,Complete Breach,before 2/2019,Dam breached,,,,,AW mapping,Yes,3,1019,,6212.602051,5000,431,2019,
976,Mead 570,Mead 570,1663969,5355517,577,5,120,20,3773,754.6,144,165,222,142,0.8727273,0.6486486,1.0140845,6587.126465,11670.32129,Rock,Fall,Earthquake,II,4.5274048,25.416832,25416832,30,5.749269,11/14/2016,Unknown,Complete Breach,lake existed in Feb 2017 imagery,Dam breached,,,,2016 Kaikoura Earthquake,"DB mapping; Massey et al. (2018, 2019, 2021)",Yes,67,2178,,9336.256836,5000,577,2019,
79,Mercury Creek,Mercury Creek,1547968,5424031,721,5,460,185,168160,33632,655,1198,1433,1011,0.5467446,0.457083,0.6478734,335542.9375,1776222.375,Rock,Avalanche,Miscellaneous,I,2.3352871,7.278464,7278464,330,0.9059815,,Not failed,Partial Breach A,"partial, part silted",Long-term eroded,,,,<Null>,Perrin & Hancox (unpublished); RM mapping; Nash (2003); SC mapping,Yes,54,297,<Null>,1420977.875,5000,721,1462,
349,Mid Burn 700,Mid Burn 700,1183328,4992087,719,35,1620,535,11232800,320937.1429,527,2469,2541,1165,0.2134467,0.2073987,0.4523605,1010929.313,10302125,Rock,Avalanche,Miscellaneous,II,1.5048913,10.263872,10263872,650,2.9452479,Holocene,Not failed,Partial Breach A,"partial, silted up",Infilled,,Moderate,,Dam inferred,Heron (2020); SC mapping,Yes,54,801,,8241700,5000,716,1616,
348,Mid Burn 800,Mid Burn 800,1181472,4992623,798,20,650,685,3176244,158812.2,553,1546,1682,1427,0.3576973,0.3287753,0.3875263,434606.3438,1301916,Rock,Avalanche,Miscellaneous,II,1.498908,5.009472,5009472,560,2.5951204,Holocene,Not failed,Partial Breach A,<Null>,Long-term stable,,Moderate,,<Null>,Heron (2020); SC mapping,Yes,54,800,<Null>,1041532.75,5000,795,1616,
494,Mintaro,Mintaro,1187455,5025017,594,30,485,165,879462,29315.4,1177,1142,1748,1048,1.030648,0.673341,1.1230916,161848.6875,1920489.75,Mixed,Complex,Miscellaneous,I,2.342984,6.457728,6457728,380,3.5100424,,Not failed,Partial Breach A,"silted up, partial",Long-term eroded,,,,<Null>,Korup (2011); SC mapping,Yes,54,994,,1536391.75,0.005,592,1857,
62,Misery Stream,Misery Stream,1601224,5361466,1006,25,440,270,677387,27095.48,588,808,1011,806,0.7277228,0.5816024,0.7295285,156532.9063,1089414.75,Rock,Planar slide,Earthquake,II,2.7527537,15.333824,15333824,240,12.2219553,Prehistoric,Not failed,No Breach,silted up,Infilled,,High,,silted up,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,277,,871531.75,5000,1006,2053,
515,Misery Stream (Upper),Misery Stream (Upper),1599528,5362764,1115,40,770,400,3455666,86391.65,863,1340,1615,1261,0.6440299,0.5343653,0.6843775,263935.6875,2407634.25,Rock,Avalanche,Miscellaneous,I,1.9788715,8.228928,8228928,330,6.6819162,,Not failed,No Breach,existing/former (silted) lake; silted up,Infilled,,,,<Null>,Korup (2011); SC mapping,Yes,54,1015,,1926107.375,5000,1115,2036,
470,Moeraki 200,Moeraki 200,1307938,5143560,217,15,1290,650,4549300,303286.6667,1015,2440,2671,2212,0.4159836,0.3800075,0.4588608,1206191.625,9862369,Debris,Debris flow,Unknown,II,2.2368214,52.320832,52320832,840,1.4941769,Holocene,Unknown,Complete Breach,breached,Long-term eroded,,Moderate,,"unclear how Horseshoe flat formed, possible rock avalanche or incremental; landslide #65",Korup (2011); SC mapping,Yes,54,966,<Null>,7889895.5,500,208,1904,
92,Moumahaki B,Moumahaki,1742937,5604640,99,35,910,370,3933308,112380.2286,219,2935,2952,519,0.0746167,0.074187,0.4219653,1105531.5,5901317.5,Rock,Slope deformation,Earthquake,V,2.2688928,20.872896,20872896,90,1.9999819,1929,Not failed,No Breach,existing lake,Long-term eroded,,Moderate,Multi dams,Ngamatapori dataset has lake dimensions for Ngamatapori 29; AW: debris? uncertain; Possibly earthquake-triggered,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,314,<Null>,4721054,0.0000005,89,462,
313,Moumahaki C,Moumahaki,1742615,5605575,99,20,490,225,742550,37127.5,219,2935,2952,519,0.0746167,0.074187,0.4219653,1105531.5,5901317.5,Rock,Complex,Earthquake,V,1.2103508,0.602624,602624,100,1.3119839,,Not failed,No Breach,existing pond,Long-term stable,,Moderate,Multi dams,Also called Ngamatapori 30; AW: debris? uncertain; Possibly earthquake-triggered,Crozier & Pillans (1991); Crozier et al. (1995); Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,590,<Null>,4721054,0.005,92,300,
753,Moumahaki A,Moumahaki,1742836,5604057,83,5,1370,430,1216349,243269.8,219,2935,2952,519,0.0746167,0.074187,0.4219653,1105531.5,5901317.5,Mixed,Slope deformation,Unknown,V,1.9471,21.537152,21537152,170,0.9042571,,Not failed,No Breach,,Long-term stable,,,Multi dams,,Perrin & Hancox (unpublished); RM mapping; AW modified,Yes,3,1279,<Null>,4721054,0.0000005,81,462,
329,Mount Adams,Mount Adams,1401111,5208815,399,80,1410,520,14899546,186244.325,1833,2689,3281,2327,0.6816661,0.5586711,0.7877095,1102488.625,10123509,Rock,Avalanche,Miscellaneous,II,2.393445,46.081664,46081664,160,4.5917807,10/6/1999,Overtopping,Complete Breach,"overtopped 7/10, breached 12/10",Dam breached,,High,,<Null>,Hancox et al. (2005); SC mapping,Yes,54,774,<Null>,8098807.5,5000,399,2439,
14,Mud,Mud,1543464,5367151,200,35,1230,1095,21818224,623377.8286,434,6006,6072,1205,0.0722611,0.0714756,0.360166,2013751.25,1148466,Mixed,Complex,Earthquake,II,3.150368,881.291008,881291008,1560,0.6524078,6/17/1929,Overtopping,Complete Breach,"Natural, failed ~4 days later",Dam breached,,High,,Dam washed out in late 1930s (Hancox et al. 2002); natural breach ~4 days later. Sum debris area doesnt include secondary DT from breach,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,212,RM: no lake mapped - OK FOR NOW,918772.8125,0.005,199,2292,<Null>
704,Murchison 1034,Murchison 1034,1523058,5366029,623,5,85,50,9573,1914.6,128,210,246,152,0.6095238,0.5203252,0.8421053,7687.277832,13247.01563,Rock,Planar slide,Earthquake,II,2.4315133,0.51712,517120,40,18.0170727,6/17/1929,Unknown,Complete Breach,scour?,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1219,<Null>,10597.6123,5000,623,1179,
758,Murchison 1315,Murchison 1315,1517746,5376566,159,5,225,80,32190,6438,57,219,229,96,0.260274,0.2489083,0.59375,12875.8623,5472.058106,Debris,Planar slide,Earthquake,I,2.5358143,2.21088,2210880,100,2.7197146,6/17/1929,Unknown,Complete Breach,flood deposits,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016),Yes,27,1284,,4377.646484,0.005,159,703,
422,Murchison 187,Murchison 187,1561584,5426386,480,10,190,130,43946,4394.6,191,220,296,175,0.8681818,0.6452703,1.0914285,22132.71094,38029.29297,Rock,Planar slide,Earthquake,II,3.555023,15.774016,15774016,80,3.0800533,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016),Yes,27,880,,30423.43555,5000,480,1565,
760,Murchison 203,Murchison 203,1566592,5430952,854,5,155,50,14452,2890.4,315,457,566,418,0.6892779,0.5565371,0.7535885,22915.78711,88564.04688,Rock,Avalanche,Earthquake,I,2.9945471,2.854336,2854336,90,11.6107273,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1288,,70851.23438,5000,854,1593,
425,Murchison 2373,Murchison 2373,1547807,5392989,659,5,90,60,12046,2409.2,37,121,128,69,0.3057851,0.2890625,0.5362319,4818.449707,2016.395752,Debris,Planar slide,Earthquake,I,3.4688389,7.091072,7091072,90,3.6624103,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Very low,,Murchison 1929 EQ; source confidence is very low,Hancox et al. (2016),Yes,27,893,,1613.116577,0.005,659,1440,
